V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,Class
0.0013736258554425177,0.0024180663216481386,0.7137732393824819,-0.004155452694652656,0.3140224619962912,-0.9448987291821872,-0.003877675557179048,1.3411848868925969,0.00012242762690090005,0.25081130090226395,0.22717796951895625,0.03203033969960467,0.013959274850813936,0.022308461087296803,,0
-0.00034900421322124235,-0.13269235140448843,0.8458918731591113,-0.004064419566578742,0.011154998818971095,-0.9304328524326091,-0.003772440436933652,1.2314038449621003,-0.004794026145371654,-0.15536931192153217,0.1316389081355727,0.003079111087051713,0.011583728993140181,0.012792644492898863,,0
0.0007981702576676118,-0.07261071228548693,0.8896454466825257,-0.002691782792288418,-0.1780910530811115,-1.016115353180036,-0.003877675557179048,0.7672325463141076,-0.006136462104467747,-0.31453423399497576,0.10449410517986178,0.07574101819304724,0.008421476390392996,0.01779942799333515,,0
0.0011830528977380948,0.0774468449287832,0.9191004667669133,-0.002782815920362332,0.06796570445758983,-1.044768916741669,-0.003772440436933652,0.794411347957113,-0.0018868677534341928,0.1447013528533016,0.21360556804111291,0.2358242822859021,0.011190375620603817,0.024806972931568996,,0
0.00022271465989270588,0.0774468449287832,0.8018523285669101,-0.0036074689629138896,0.21921498570324655,-0.9304328524326091,-0.0040840982930452005,0.6302727027405574,-0.004794026145371654,0.4451165304464837,0.2681612994717143,0.2505837321668175,0.011583728993140181,0.026807734369365663,,0
-0.0016904883664758167,-0.13269235140448843,0.5670700810980912,-0.0032415514873227894,0.14359034508043494,-0.9162451656205288,-0.004604202637335451,0.05632036216206813,-0.00837240251685736,0.056506071358044266,0.18619463956619825,0.04678978958049428,0.008028123017855932,0.018297178399811563,,0
3.2141702188283054e-05,-0.07261071228548693,0.405782398305861,-0.005071138865278128,0.08677963944181623,-1.0303030399921163,-0.005848810309469646,-0.052927762089190825,-0.007029966557761664,-0.03168921013718173,-0.18212307897028895,-0.3607980955921264,0.003277031302508422,0.009288872023781942,,0
0.00022271465989270588,0.04755256595250273,0.34715832920584644,-0.005711940688386414,0.12477641009620857,-1.0019276663679555,-0.005019071861380121,-0.4078509364859246,-0.014853578721972472,-0.04960387669091811,-0.018455884678412263,-0.15700415300580314,0.00723370346155612,0.018297178399811563,,0
0.00022271465989270588,0.04755256595250273,0.2444947155136308,-0.005071138865278128,0.029968933803197484,-1.1301732275516234,-0.005745598941536523,0.001962758876057429,-0.006807680084015595,-0.08474418416166292,0.21360556804111291,-0.18623921719299505,0.01078930943684037,0.011289633461578609,,0
-0.0032262822020957716,-0.19306707168991713,-0.1367047191708181,-0.0063527425114947005,-0.08328357678810042,-1.0731442903658297,-0.006057256797648164,-0.025748960446185472,-0.011275202350486766,-0.26147925997049454,-0.14113974901753096,-0.4919301310724541,-0.0034485400867500953,-0.00021718475872409477,,0
